,month,year,name,link,article
0,1,2014,Software to track HIV+ pregnant women,http://timesofindia.indiatimes.com//city/bengaluru/Software-to-track-HIV-pregnant-women/articleshow/28251069.cms,"BANGALORE: Taking healthcare a step forward, the Karnataka state aids prevention society (KSAPS) is all set to introduce a software to track HIV positive pregnant women; the purpose being to eliminate chances of an unborn child getting afflicted while in the womb. The software is currently under trial in Bellary, Kolar and Udupi districts, and will be put in place at the Integrated Counselling and Testing Centres (ICTC) in all 30 districts of the state. ""It's mandatory for all pregnant women to go to ICTCs and get themselves tested. If any would-be mother is diagnosed HIV positive, we'll start monitoring her from the 14{+t}{+h} week of gestation. Thereafter, she goes to the Anti Retroviral Treatment (ART) centres and gets herself treated. The software will help us keep track of the mother and the child till the infant turns 18 months old,"" said Dr BV Karur, additional project director, KSAPS. The software developed by the National Informatics Centre is being evaluated for its promptness. ""Training is on at various districts, and healthcare officials are being briefed on how to use the software. The process is simple - when a pregnant woman comes for check-up, her contact details are noted down. If she is found to be HIV positive, the healthcare provider keeps communicating with her to make sure she comes for treatment regularly,"" said Dr Lalita Hande, who has worked towards developing the software. ENCOURAGING NUMBERS * The state has a 0.22% prevalence of HIV among pregnant women * Going by data collated in 2010-11, HIV prevalence among general population is 0.69%, a decline from 1.5% in 2003-04 "
1,1,2014,HIV+ patients in Palamu to get government aid,http://timesofindia.indiatimes.com//city/ranchi/HIV-patients-in-Palamu-to-get-government-aid/articleshow/28376886.cms,"DALTONGANJ: The state government will provide free facilities to HIV positive patients in Palamau district. Jon Kennedy, a doctor at the Integrated Counselling and Testing Centre in Daltonganj, said the government will provide tubewell and toilet facilities to each patient. There are 558 HIV positive patients in the district as per records till October 2013. He said a list of patients has been sent to the district executive engineer in the drinking water and sanitation office in Daltonganj. Kennedy said that there has been no rise of HIV positive cases here. The HIV positive cases are of the age group 25 to 40 he added. A total of 53, 885 visitors got themselves tested for HIV at ICTC till October 2013. The doctor further added that all 558 HIV positive cases are not of Palamu district rather patients are from the districts who come here at ICTC for tests . Palamu's three blocks have larger number of HIV positive cases. According to Kennedy Palamu's Hussainabad, Paton and Chainpur blocks out of 20 blocks have more HIV positive patients ."
2,1,2014,Students get gyaan on HIV/AIDS,http://timesofindia.indiatimes.com//city/mysuru/Students-get-gyaan-on-HIV/AIDS/articleshow/28765533.cms,"MYSORE: Mohammed Shujaath of JSS College of Arts Commerce and Science who had no clear understanding of HIV/AIDS is no longer confused. He is also aware now that there are many myths and beliefs associated with it. He got this gyaan, thanks to his college which had organized the Red Ribbon Club during the last week of November. Mohammed told TOI: ""A person with HIV stays near my house. When my neighbours spoke ill of her, I was confused. I didn't know about the precautionary measures, the causes, the new medicines and that even though a mother is affected, the baby can be prevented from it. I am thankful to my college for educating us about this as part of the club activity.'' Policy makers have often recommended that schools can be the focal point for disseminating information and education on HIV/AIDS. This 'social vaccine' will help students understand the issue better, say education experts. Two other students Pooja M and Chaithra B K said: ""The club activities have helped us in gaining knowledge about it. When one comes to know about the good and bad effects in his early stage of life, he can have a better life.'' Another student Amaresh S Chikkanath said: ""This is a good initiative by the college. We have learnt that if detected in the early stage, we can check it. We need more such awareness programmes.'' A 3-day rally was organized as part of the awareness programme of the club activity. The rally started from the college premises and covered Nanjangud Road, Gowrishankara Road, JSS College for Women, Saraswathipuram, JSS Hospital Road and Agrahara Circle. Nearly 3km was covered each day. Students were given an essay to write on the Role of youth in preventing HIV/AIDS and symptoms of HIV/AIDS."
3,1,2014,New therapy for HIV patients soon,http://timesofindia.indiatimes.com//home/science/New-therapy-for-HIV-patients-soon/articleshow/28974107.cms,"NOIDA: In order to suppress HIV virus and stop progression of the disease, the district hospital will soon start 'Link-ART' facility to provide treatment to people visiting for tests and diagnostics. Every month around 500 people visit the hospital's Integrated Counselling and Testing Centre (ICTC), which provides counselling and testing services, for check up and some of the patients are found HIV positive. ""In the month of November 2013, 490 people were tested and two were found HIV positive. In December, 7 persons were found HIV positive out of 559 people tested,"" said an official. Number of transgender visiting hospital for HIV test was reported 22 and 17 in November and December respectively. Dr Meena Mishra, chief medical superintendent, said that HIV tests are mandatory for surgical patients and also for pregnant women. ""The hospital has been providing free HIV tests and counselling to patients but it does provide the Antiretroviral Therapy (ART) facility. Due to which the patients found HIV positive have been referred to either a medical college in Meerut or AIIMS, Delhi for medical dose."" She said that the Link-ART facility is likely to be available for patients by the next month. The people infected with HIV will be treated by using anti-HIV drugs which suppresses HIV replication and they would not need to go far. Dr Rashmi, clinical psychologist at the hospital, said that due to massive awareness, male and female both come to the hospital in large numbers. ""Most people hesitate to clearly explain their problems to us. We first help the people about understanding sexually transmitted diseases. Then advise them to go for test. This is a major infection and may lead to more complications if not cured on time,"" she said. According to officials, once the Link-ART facility is started at the hospital, the patients will be provided medical doze at their doorstep. The hospital, in association with Lok Nayak Hospital, Delhi, has been already been providing PAP Smear test to detect potentially pre-cancerous and cancerous processes of the female reproductive system."
4,1,2014,"HIV positive gang-rape survivor denied admission, delivers on hospital campus",http://timesofindia.indiatimes.com//city/raipur/HIV-positive-gang-rape-survivor-denied-admission-delivers-on-hospital-campus/articleshow/29022804.cms,"BILASPUR: An HIV positive pregnant woman who was denied admission at Chhattisgarh Institute of Medical Sciences (CIMS) hospital on Friday night delivered on the premises after suffering sudden labour. She was left unattended on the floor of the medical registration department through the night even as she lay writhing in pain. The 35-year-old woman was a gang-rape survivor and had been taken to the hospital by her brother and sister. The intern who was on duty had asked her to return on Saturday morning, citing unavailability of senior doctors. Jolted by the incident, hospital authorities said on Saturday that action would be taken against the errant doctor and promised there would be no re-run of such incidents. ""No doctor was there to attend us when we came here last night. The intern was rude and asked us to come next day. I was not in a position to go back as it was very cold outside. We had to squat on the floor for several hours,"" she said. After the woman delivered early Saturday, hospital staff swiftly shifted her to the maternity ward. CIMS dean Dr S K Mohanty told TOI, ""We will definitely take action against the doctor. It's an unfortunate incident"". Hospital in charge Dr Lakhan Lal said, ""We have sent a report to the head of the department. It is a fact that CIMS is facing acute shortage of staff. The total staff strength at the hospital is just 46% of the sanctioned strength."" ""In any case, staff-on-duty should have admitted the patient on arrival. I don't know under what circumstances she was asked to come back in the morning,"" he said. CIMS doctors, however, refused to identify the intern, who was on night duty. The woman said she became pregnant after she was sexually assaulted by three people while she was living alone after separation from her husband and family last year. Later, all three accused were arrested and remanded to judicial custody after she lodged a police complaint. "
5,1,2014,Tripura works to end HIV stigma,http://timesofindia.indiatimes.com//city/guwahati/Tripura-works-to-end-HIV-stigma/articleshow/29293446.cms,"AGARTALA: State health minister Tapan Chakraborty on Tuesday said Tripura would adopt the social support model implemented in Rajasthan and Delhi to help HIV positive patients fight stigma. Referring to the recent death of an AIDS-infected couple at Dharmanagar in north Tripura, he said isolation of AIDS patients reflected erosion of family values. ""We are examining the model of Rajasthan and Delhi to deal with HIV/AIDS infected people, as social security and financial support will provide them with dignity,"" he said, confirming that Tripura had 11,055 HIV positive individuals, of whom 438 were AIDS patients. He also said 127 AIDS-related deaths have been recorded in the last 14 years. Chakraborty added that the risk of transmission had increased due to greater interstate worker movement. He urged all stakeholders to counter social stigma and discrimination against HIV/AIDS infected people."
6,1,2014,Manipur offers job to HIV positive muscleman Pradipkumar,http://timesofindia.indiatimes.com//city/guwahati/Manipur-offers-job-to-HIV-positive-muscleman-Pradipkumar/articleshow/29621117.cms,"IMPHAL: Finally, the Manipur cabinet has decided to gift HIV positive Manipuri bodybuilder Khundrapkam Pradipkumar something which matches his contributions and achievements and is a befitting recognition for his struggle against the scars of HIV - a suitable government job. The government has similar plans for five climbers who scaled Mount Everest and four outstanding film personalities. A brand ambassador of the Manipur Aids Control Society (Macs), Pradip had revealed his status after winning senior Mr Manipur title in December, 2007. Besides winning Mr South Asia title in Mr South Asia Body Building Championship held in Ludhiana and a bronze in Mr World in Bangkok in 2012, Pradip also bagged silver and a bronze in different national championships and stood 8th in Mr World competition earlier. Chaired by chief minister Okram Ibobi Singh, the cabinet met on Wednesday evening and resolved to offer Pradip (45) the post of Physical Education Teacher ( PET) in the youth affairs and sports department, a source said. ""I'm grateful to the state government for recognizing my unrelenting efforts in fighting the scourge of HIV and aids,"" a jubilant Pradip told TOI on Thursday."
7,2,2014,UK MPs want to deny visa to HIV+ visitors,http://timesofindia.indiatimes.com//world/uk/UK-MPs-want-to-deny-visa-to-HIV-visitors/articleshow/29687364.cms,"LONDON: A group of conservative British lawmakers have tabled an amendment to the Immigration Bill, which seeks to prevent foreigners with HIV and Hepatitis B from getting visa. ""The secretary of state may by order provide that persons who apply for immigration permission must demonstrate that they are not carriers of any of the prescribed pathogens listed — Hepatitis B, HIV (Human Immunodeficiency Virus) and such other pathogens…,"" says the clause. The move has led to an uproar in the National AIDS Trust (NAT), who have called on the lawmakers to reject the amendment. ""This amendment shows there remains a shameful lack of understanding about HIV among some of our elected representatives,"" said NAT chief executive Deborah Jack. Jack said UNAIDS has shown that entry restrictions on people living with HIV do not protect public health and are a wasteful diversion in the fight against HIV. ""And far from being drains on the public purse — as this amendment seems to suggest— people living with HIV contribute hugely to the UK’s society and economy."" he added. The chief executive said the UK has for 30 years resisted entry restrictions and to introduce them now would set the country squarely against the international trend to overturn such rules. ""This is HIV prejudice in its purest form. If these MPs are really interested in protecting public health through immigration policy, they would oppose the current department of health plans to limit migrant access to primary care services, which are vital for disease prevention and early treatment,"" he said. "
8,2,2014,HIV+ patients are missing their medicines,http://timesofindia.indiatimes.com//city/bengaluru/HIV-patients-are-missing-their-medicines/articleshow/29918948.cms,"BANGALORE: HIV-positive Sumati (name changed), a migrant from Bihar, had to be rushed to Bowring Hospital's Antiretroviral Therapy (ART) Centre from a village near Hoskote on Wednesday morning. She was in a bad shape and needed immediate medical attention. But everybody at the centre, from doctors to technicians to clerical staff and counsellors were missing in action. With the staff of Karnataka State AIDS Prevention Society (KSAPS) on strike, the 40-year-old didn't know where to go. It's a similar scene across ART Centres in the state for almost a week now. Sumati couldn't even sit properly as her CD4 count dipped to 150, against the normal 350. CD4 cells are white blood cells that fight infection; their count indicates the patient's immunity levels. Sumathi is among the thousands of patients left to their fate, as the 2,057-strong staff of KSPAS have decided to voice their woes by staying from work. In Bowring Hospital alone, 9,583 HIV-positive patients are registered for ART treatment, and 200 patients come visiting every day. Patiently waiting for doctors and medical staff at the hospital, Jyothi (name changed), 29, an MNC employee said: ""I didn't know about the protest and travelled 15 km from Sunkadakatte for a check up. The staff may have genuine grouse, but they shouldn't inconvenience patients.""Demands on the table The workers striking since January 31 have two primary demands: regularization of work and salary hike. ""Some of us get just Rs 4,000 a month, and have no benefits like PF and insurance. KSAPS should be merged with the health and family welfare department,"" said Asif Ali, a lab technician at Victoria Hospital ART Centre, and a member of KSAPS employees' union. Many protesting employees said they haven't got their January salary. Of the 72 sanctioned posts for doctors at KSAPS, half are vacant, said the union representatives. However, NGOs, a crucial player in the war against AIDS in the state, are divided in their opinion. Said Praja Rajakiya Vedike's Elavarthi Manohar, ""The government must protect workers' interest."" Samuel Jesudas, a volunteer with Accept, an NGO, however felt medical services are essential and the plight of the patients can't be ignored. Usha A, who works with KNP +, a network of HIV-positive people said, ""I am bringing in new cases every day to the ART Centre but returning without any progress."" ""Medical service is essential. The plight of HIV-positives can't be ignored,"" said Samuel Jesudas, volunteer with Accept, an NGO.Pay disparity The starting salary of a government doctor is Rs 60,000 a month. But because I am with KSAPS, I get just Rs 25,000; this is nothing but disparity. I see 200 HIV-positive patients every day. With such poor working condition is it possible to do justice to my work or to my patients? No new doctors have been recruited as most are unwilling to work with KSAPS. In Bowring Hospital itself, two post are vacant. Dr Nirmala C, medical officer, art centre, Bowring HospitalMust take medicines Two lakh people living with HIV have enrolled with ART Centres across Karnataka. Of them, a lakh take Antiretroviral Therapy treatment, a monthly administering of medicines. These are compulsory and life long drugs and have to be taken at a 12-hour gap. They can't be missed. Saroja Putran, Karnataka network of people living with HIV/AIDS (KNP +)Key point noted Their key demand, a hike in wage, has been assured by the health minister. I hope they agree and withdraw the protest. The other demands like regularization and bringing them under the 6th Pay Revision aren't under consideration. Manoj Kumar Tripati, project director, KSAPSHard facts HIV+ persons in Karnataka: 5 lakh Cases in Bangalore: 25,000 Enrolled with govt for treatment: 2 lakh Enrolled for Anti Retro Viral treatment: over one lakh(Source: Karnataka Health Promotion Trust)"
9,2,2014,"HIV+ man with TB slits wrist, dies",http://timesofindia.indiatimes.com//city/mumbai/HIV-man-with-TB-slits-wrist-dies/articleshow/30015211.cms,"MUMBAI: A 16-year-old HIV-positive boy from Bandra committed suicide by slitting his right wrist at GTB Hospital in Sewri on Wednesday. The authorities were quick to label him as another victim of the multi-drug resistant tuberculosis (MDR-TB) treatment that ""made patients suicidal"". For his mother, though, he was a victim of the city's indifferent public health system. ""HIV/AIDS had killed my husband around 12 years ago. That was also the time when I and my son tested positive for the disease. But I never felt so defeated then as much as I feel today. I could not save my son,"" said the 37-year-old mother of two. She does not cry or show any emotions as she narrates her son's painful journey since he was diagnosed with tuberculosis in December 2012. The robust Revised National TB Control Programme was of no consequence to the lower-middle- class family that spent over Rs 4 lakh, collected by selling land and other assets, to fund his treatment in a private hospital. The teenager, by his mother's own admission, faltered on the tuberculosis treatment and developed resistance to the drugs. This January, when his condition deteriorated, the family admitted him to Sewri TB Hospital, where MDR-TB was diagnosed. ""He often complained about the medication and injections,"" said the mother. ""I had no idea about MDR-TB. Doctors don't tell you much. They should have told me the drugs can make one suicidal,"" the mother said. Early on Wednesday, the mother said, she gave him his medicines, and left the ward as hospital rules did not allow her to sleep in a male ward. He developed breathing problems around 2am and called his mother on her cell phone. She rushed to his ward immediately. ""The nurse saw me there and started screaming. She said if someone misbehaved with me in a male ward, the hospital will not be responsible. I was asked to leave immediately,"" she said, adding the scuffle happened in front of her son. In less than an hour, the teenager slit his wrist. For the next three hours, the mother waited for an ambulance to arrive so that her son could be rushed to the nearby KEM Hospital, Parel. They reached KEM Hospital only around 5.30am. ""For the next 12 hours, my son lay there waiting for a surgeon to arrive. Three doctors checked his wounds but no one actively treated him. By 6pm, his pulse became feeble. He was declared dead in the next two hours,"" said the mother. ""So did TB or HIV kill my son? My answer is no, the system did,"" she said. Medical superintendent of Sewri TB Hospital Dr Rajendra Nanavare said people who work in the hospital cannot be called apathetic. ""They work here at the risk of getting life-threatening infections. MDR-TB patients are suicidal because of medication. We keep a close vigil but one has to understand we also work under a lot of staff crunch,"" he said. Doctors at KEM Hospital's casualty said they must check their records before commenting on the case."
