,month,year,name,link,article
0,1,2018,First national-level marriage fair for HIV+ people in Hazira,http://timesofindia.indiatimes.com//city/surat/first-national-level-marriage-fair-for-hiv-people-in-hazira/articleshow/62386554.cms,"Surat: HIV-positive people seeking life partners from more than 10 states in the country will descend on Hazira near Surat to participate in a marriage fair or ‘jeevansathi pasandgi mela’ being organized on Saturday. The first of its kind national marriage fair is being organized by Gujarat State Network of People Living with HIV/AIDS (GSNP+), a non-governmental organization (NGO) offering free consultation services for HIV positive brides and grooms, in association with Reliance Industries Limited (RIL). The marriage fair for the HIV positive people is being organized every year for the last 10 years. It started from Surat and then expanded to include HIV positive marriage seekers of Maharashtra and Madhya Pradesh. This is first time that the HIV positive people seeking life partners will be arriving in the city from more than 10 states across the country. If the volunteers of GSNP+ are to be believed then around 800 registrations of the HIV positive people seeking life partners have come in from Gujarat, Maharashtra, Madhya Pradesh, Chhattisgarh, New Delhi, Punjab, West Bengal, Rajasthan and two other states.“Unlike every year, this time around we have expanded our marriage mela to more than 10 states in the country. The marriage mela is going to be unique this time as marriage seekers will have a broad choice to select their life partners from different states,” GSNP+ president Daxa Patel said.There is a higher proportion of infected men as compared to women. Owing to higher proportion of infected men, prospective brides usually get a greater freedom in choosing their partners.The marriage mela will be held at Reliance HIV and TB Centre at Hazira where men would walk up on stage and formally introduce themselves, talking about their profession and income, in front of an audience comprising mostly prospective brides and their family members.“The prospective grooms and brides have freedom to choose their partners as they walk on stage and talk about themselves. Once the groom and bride like each other, the next stage will be to consult their parents or relatives besides mutual consent,” Patel said. She said for the first time female participants in the marriage mela will be reimbursed all their travelling and other expenses with the help of Reliance Foundation. "
1,1,2018,Digital tracking of Tamil Nadu HIV patients in works,http://timesofindia.indiatimes.com//city/chennai/digital-tracking-of-tn-hiv-patients-in-works/articleshow/62407396.cms,"CHENNAI: Medical records of HIV patients in the state will now go digital. The Tamil Nadu State AIDS Control Society (TANSACS) will initiate the project on a pilot basis at the antiretroviral therapy centres in Madras Medical College and at the Institute of Obstetrics and Gynaecology, Egmore, which have around 5,000 HIV-positive patients enrolled in the state programme.K Senthil Raj, TANSACS project director, said the patients will also be given a login id, so that they can access their records, including lab results and next appointment with doctors, through their phones. “Starting from the counsellor to the staff nurse and then finally the doctor, details of the patients will be fed into the system. The doctors will have a dashboard with the patient’s medical history,” he said. At present, 1.2 lakh people with HIV are on the antiretroviral therapy programme run by the government.Officials say once a patient tests positive for HIV, the ART centre maintains a ‘white card’ with the patient’s details, while the patient is given a notebook that carries information on their drugs intake and their CD4 count – an important indicator of the immune function and the strongest predictor of HIV progression. A doctor at an ART centre here said many of these cards are simply discarded. “Walk into any of these centres and you will see these cards lying in some corner, gathering dust. We usually refer to the notebooks these patients bring. Mostly we go by the information they provide,” admitted the doctor.The TANSACS director, too, said poor documentation was a problem. “We also have duplication. A patient who registers at an ART centre in one district later moves to a centre in another district and enrolls as a new patient,” he said, adding that maintaining electronic records will do away with this challenge. “We will also be able to track them better.” Tamil Nadu has AIDS testing centres at all district headquarters with more than 55 ART centres and 750 Integrated (Voluntary) and Confidential Counselling and Testing Centres (ICTC) under the National AIDS Control Programme at district level government hospitals and medical colleges across the state. Patients, who are confirmed HIV-positive, visit ART centres at least once a month for drugs and testing. While NGOs and experts working with people living with HIV have welcomed the move, they said digitalisation could also raise concerns on privacy. “Many of them lie low as they don’t want people around them to know they are infected. They will be wary if they know their details are available online. The state needs to assuage this by holding awareness camps,” said Vijay Raman from Voluntary Health Services which undertakes projects related to HIV/AIDS among the transgender community.Online team to take questionsIn an effort to fight misinformation on sexually transmitted infections and diseases, the Tamil Nadu state AIDS control society will soon revamp its website to make it more interactive. Public can clarify doubts about condom use, STDs and STIs by emailing a group of counsellors dedicated for this. The website will be launched on January 11."
2,1,2018,HIV wanes in Maha but rages in high-risk groups,http://timesofindia.indiatimes.com//city/mumbai/hiv-wanes-in-maha-but-rages-in-high-risk-groups/articleshow/62407647.cms,"MUMBAI: The recently released HIV Sentinel Surveillance (HSS) report has some good as well as worrying news for the state. The good news is that the deadly viral disease continues to be on a decline among general population. The worrying part: In certain pockets of the state, the disease is raging among high-risk populations like female sex workers.According to the HSS, Maharashtra is 16th in terms of HIV prevalence, a positive shift of four places since the last survey in 2014-15. From 0.29%, the prevalence has reduced to 0.26%. An official from the Maharashtra State Aids Control Society (MSACS) said it was a significant drop as the HIV prevalence is now lower than the national average of 0.28%.But experts say it’s still not time to rejoice as certain sites catering to high-risk populations such as men having sex with men (MSM), injecting drug users and female sex workers have shown a significant prevalence. Though Maharashtra is one of the states to record less than 5% HIV positivity in female sex workers, there are four sites where the prevalence has been found to be 5%. At one site, it was around 10%. Among the female sex workers in the state, the prevalence (3.48%) is more than double the national average (1.56%).Nagpur-based NGO Indian Red Cross Society (IRCS) that has been working with female sex workers said migration has emerged as a major challenge over the years. “Commercial sex workers have started migrating and moving out of traditional pockets making it difficult to track, test or treat them. It poses a direct threat to the general population,” said Hemlata Lohave from IRCS. She added that dwindling financial resources, too, have made their job difficult. “Often we are working without funds for months. Even now, for instance, we haven’t received money for the last quarter. We regularly lose trained workers as we can’t pay salaries,” she said.Among MSMs, the state is fifth on the national chart with the prevalence hovering around 4.69%, which is higher than the national average of 2.69%. However, in HSS 2014-15, the HIV prevalence among female sex workers was 7.4% and 4.9% among MSMs.Mumbai, too, is one of the sites with high HIV prevalence among truckers. There were nine sites with more than 1% HIV prevalence among long-distance truckers, including Mumbai with 1.2% prevalence. The MDACS official said the state is working on newer strategies. “We are aware that infections are still high in metropolitan cities. In high-risk pockets, we are testing at the community level. We are also looking at multi-month dispensation of antiretroviral drugs so that a patient can come to us once in three months rather than every month,” he said."
3,1,2018,Abbott ties up with Chennai-based YRGCARE to study HIV infection patterns in India,http://timesofindia.indiatimes.com//city/chennai/abbott-ties-up-with-chennai-based-yrgcare-to-study-hiv-infection-patterns-in-india/articleshow/62454441.cms,"CHENNAI: Multinational healthcare company Abbott has tied up with Chennai-based Y R Gaitonde Centre for AIDS Research and Education to study India's viral diversity to improve accuracy of diagnositc tests. While Abbott will provide study protocol and diagnostic equipment, YRGCARE will help in screening and sequencing rich patient data from infected populations in India.HIV and viral hepatitis are among the biggest public health threats in India today as they can produce many genotypes (genetic constitution of an individual organism), which keep combining to form recombinant strains or mutations making detection trickier. Understanding the distribution of genotypes and recombinants is critical to development of diagnostic tests.India has the third largest HIV incidence in the world -- more than 2.1 million people. Many of them are co-infected with hepatitis C virus (HCV). People, who inject drugs, and sex workers are identified as key affected populations. Dr Sunil Suhas Solomon, chairman, YRGCARE, said drug-using populations in India bear a disproportionate burden of HIV and HCV, and it is critical to understand the transmissions in this group. ""Sequencing data in these affected populations will help us understand the evolutionary nature of the viruses enabling optimal treatment interventions to maximize impact,” he said. "
4,1,2018,Notice to Punjab on probe into HIV in jails,http://timesofindia.indiatimes.com//city/chandigarh/notice-to-punjab-on-probe-into-hiv-in-jails/articleshow/62610676.cms,"CHANDIGARH: The Punjab and Haryana high court on Monday issued notice to the Punjab government, and DGP (prisons) on a plea seeking court-monitored probe into spread of HIV virus among prisoners in Punjab jails.A division bench of the HC headed by Justice Surya Kant has issued the notice after taking cognizance of a public interest litigation (PIL) filed by Karanveer Thamman of Banur in Rajpura tehsil of Patiala district. Referring to some media reports, the petitioner has stated in the PIL that at least 1,630 inmates in nine central jails in Punjab have tested positive for HIV. Modern Jail, Fridkot, has the highest number of 439 HIV positive inmates, while Bathinda has 30, Ferozepur 322, Amritsar 299, Kapurthala 210, Ludhiana 137, Patiala 75, Hoshiarpur 63 and Gurdaspur 55.According to the petitioner, spread of HIV positive disease among jail inmates is caused due to sharing of syringes (used for taking drugs) and through sexual contact.The jail authorities avoid their responsibility by contending that medical examination of persons is not done before lodging them into Jails. Thus, the high incidence of HIV positive cases amongst jail inmates is taking place with connivance of jail officials, and an independent probe should be conducted by a high powered team of retired and honest police officers, advocates and retired judges, the petitioner argued. He added that such team would bring out the true reasons for spread of HIV positive cases among jail inmates. It was further argued that the measures suggested by such a team will go a long way in preventing HIV positive from spreading its wings in jails.The counsel also pleaded that conducting of medical examination and maintaining of records of such medical examination of persons before lodging them into jail, would prevent spread of this dreadful disease further, and conducting of periodical examination of jail inmates would help fixing responsibility of jail officials, if such a person (who did not test positive for HIV) is later found to be inflicted with the virus.The matter would now come up for hearing on March 12."
5,1,2018,"‘Don’t advertise HIV-positive status, write ‘universal precaution’ instead’",http://timesofindia.indiatimes.com//city/chandigarh/dont-advertise-hiv-positive-status-write-universal-precaution-instead/articleshow/62625839.cms,"CHANDIGARH: For HIV-positive people to get medical attention without being harassed, health practitioners should put “universal precaution” and not their HIV status on medical cards, says Puja Thakur, HIV-positive activist for the cause.At a TOI event related to the national girl child campaign, she talked about the harassment that the HIV-positive people face in hospitals where they go in search of medication. She said: “My husband refused to go to hospital because laboratory technicians would ask him awkward questions like whether he had any extra-marital affair. The law says the HIV-positive status is not to be disclosed, so why is on the pateints’ medical cards?”She pointed out that the medical term for HIV-positive is “universal precaution”, about which only a few people know. She urged the health department to promote the term so that patients are treated with dignity. Disclosure of their HIV-positive status renders patients vulnerable to harassment at the hands of chemists, who pry into their medical history and personal life.No school is ready to accept her children. Local MP Kirron Kher found it strange that doctors were writing the HIV-positive status on medical cards. She underlined the need to spread awareness about the way the HIV-positive people should be treated, and said laboratory techinicians should correct their mindset. “I ask people to accept HIV/AIDS as a medical problem like cancer.”Pooja’s life changed after she was screened with this medical issue. Not only her in-laws but also her parents denied her financial help for treatment. “Don’t go for the treatment,” her in-laws said, “Society is making fun of us.” This after she lost her husband to the disease. “An HIV-postive person can live a normal life up to 60,” Pooja said.Her in-laws turned her out of the house along with two HIV-postive sons, though they kept her eldest child, who had tested negative. The director of State Aids Control Society supported her treatment and got her life back on track. She now works for the Chandigarh HIV-positive Society. “This medical problem gave me a mission of life,” Pooja said. “To make myself aware of the legal rights of HIV-postitive people, I resumed my education,” she said. She was a matriculate when she got married and completed her graduation after family disowned her. She plans to get a master’s degree in social work and keep working for the rights of HIV-positive people. During the 2010 IPL season, she was “toss ka boss” for a match."
6,1,2018,Kerala opts for latest Elisa test kit for HIV detection,http://timesofindia.indiatimes.com//city/thiruvananthapuram/kerala-opts-for-latest-elisa-test-kit-for-hiv-detection/articleshow/62689603.cms,"THIRUVANANTHAPURAM: Kerala State AIDS Control Society (KSACS) has decided to go with 4th generation Elisa test, instead of nucleic acid-based test, to detect HIV in the window period. A study conducted by the society has found that the Elisa test was more effective than nucleic test.HIV screening had become a matter of concern following the detection of the virus in a kid, who underwent blood transfusion at Regional Cancer Centre. Now, National AIDS Control Organisation has informed that it would supply Elisa test kits to the state.""For the time being, we have supplied enough kits to all government medical college hospitals and Regional Cancer Centre. Moreover, Kerala State Medical Services Corporation (KMSCL) has also been asked to procure the kits, which will be supplied to all the blood banks and hospitals with blood banks,'' said Dr R Ramesh, managing director of KSACS.As per the study, in the nucleic test the virus could not be detected even for a week after the blood is collected. ""But Elisa test gives more accurate result even during the first one week window period,'' said Dr Ramesh.In the past one year, KSACS collected 4 lakh blood units, of which 300 were detected with HIV using the third generation Elisa test. ""In the past four years, we might have collected about 25 lakh blood units and only in one case it has gone undetected (in the RCC incident). Hence our testing facilities are accurate. With this 4th generation test, we can assure 100% safety and accuracy,'' he pointed out.Now, KSACS has decided to go for a wide-spread campaign for voluntary blood donation since it is the only safe way for collecting the blood units. ""We have achieved only 60% in voluntary blood donation and the remaining is still replacement blood donation. The latter is always risky,'' he said.Catch 25, a campaign to encourage youths in the age group 18 to 25 for voluntary blood donation will be launched by KSACS. ""We have found that most of high-risk groups are above 30 years and hence it would be safe if we could promote voluntary blood donation among youngsters below 25 years,'' said Dr Ramesh."
7,1,2018,Strides Shasun arm gets USFDA nod for HIV drug,http://timesofindia.indiatimes.com//business/india-business/strides-shasun-arm-gets-usfda-nod-for-hiv-drug/articleshow/62691966.cms,"New Delhi: Pharmaceutical company Strides Shasun today said its wholly-owned subsidiary has received approval from the US health regulator for tenofovir disoproxil fumarate tablets, used to treat HIV-1 infections in adults. In a BSE filing, it said Strides Pharma Global Pte. has received approval from the United States Food and Drug Administration (USFDA) for tenofovir disoproxil fumarate tablets, 300 mg. The approved product is a generic version of Gilead's Viread tablets, for which patent expired on January 25. Strides Shasun, which already had tentative approval for the product from the USFDA, said it will launch the product immediately. Citing IMS sales data, the company said the US market for tenofovir disoproxil fumarate tablets is approximately USD 750 million. The company's stock was trading 1.90 per cent higher at Rs 806 on BSE. "
8,1,2018,Cipla gets USFDA approval for HIV drug,http://timesofindia.indiatimes.com//business/international-business/cipla-gets-usfda-approval-for-hiv-drug/articleshow/62692137.cms,"New Delhi: Drug major Cipla today said it has received final approval from the US health regulator for tenofovir disoproxil fumarate tablets, used to treat HIV-1 infections in adults. Cipla in a BSE filing said it has received final approval from the United States Food and Drug Administration (USFDA) for tenofovir disoproxil fumarate tablets, 300 mg. These tablets are AB-rated generic equivalents of Gilead Sciences' Viread Tablets, 300 mg, and are indicated in combination with other antiretroviral agents for the treatment of HIV -1 infection in adults and paediatric patients 12 years of age and older. Citing IMS Health data, the company said Viread Tablets, 300mg, had US sales of approximately USD 725 million for the 12-month period ending November 2017. The company's stock was trading 0.55 per cent higher at Rs 621.55 per scrip on the BSE. "
9,2,2018,Lactating mothers test HIV +ve at Rajasthan milk banks,http://timesofindia.indiatimes.com//city/ajmer/lactating-mothers-test-hiv-ve-at-rajasthan-milk-banks/articleshow/62733734.cms,"JAIPUR: Milk donation banks in Rajasthan have found that many lactating mothers in the state may have unknowingly passed the deadly HIV virus to their offspring while breastfeeding.Out of the 16,578 women who donated milk to banks during 2017, the milk of at least 1.57% tested positive for HIV. Experts say this could be the tip of the iceberg as not all lactating mothers give milk to banks.""The women, who donated their milk to the milk banks in 2017, were unaware that they were HIV positive or that they had Hepatitis A. They came to know about it only after they donated their milk to the bank. Before distributing milk, we have a system of testing the same,"" said Yog Guru Devendra Agarwal, state advisor of the government's Aanchal Mothers' Milk Banks.Rajasthan is the only state to have established 11 milk banks, with seven more in the pipeline."
