,month,year,name,link,article
0,1,2013,A jab that can halt HIV growth briefly,http://timesofindia.indiatimes.com//home/science/A-jab-that-can-halt-HIV-growth-briefly/articleshow/17881146.cms,"MADRID: A team of Spanish researchers say they have developed a therapeutic vaccine that can temporarily brake growth of the HIV virus in infected patients. The vaccine, based on immune cells exposed to HIV that had been inactivated with heat, was tested on a group of 36 people carrying the virus and the results were the best yet recorded for such a treatment , the team said. “What we did was give instructions to the immune system so it could learn to destroy the virus, which it does not do naturally,” said Felipe Garcia, one of the scientists in the team at Barcelona University’s Hospital Clinic. The therapeutic vaccine, a shot that treats an existing disease rather than preventing it, was safe and led to a dramatic drop in the amount of HIV virus detected in some patients. After 12 weeks of the trial, the HIV viral load dropped by over 90% among 12 of the 22 patients who received the vaccine. Only one among the 11 patients in the control group experienced a similar result. After 24 weeks, the effectiveness had begun to decline with seven of the 20 remaining patients receiving the vaccine enjoying a similar 90% slump in viral load. "
1,1,2013,"Soon, 2nd line of treatment for HIV-affected",http://timesofindia.indiatimes.com//city/goa/Soon-2nd-line-of-treatment-for-HIV-affected/articleshow/17893944.cms," PANAJI: The Goa State Aids Control Society (GSACS) has sent a proposal to the regional head of the National Aids Control Organization (NACO) to start a second line of treatment for HIV-infected patients at its Antiretroviral Therapy (ART) center at the Goa Medical College (GMC) and hospital, Bambolim. The ART centre at GMC refers HIV patients who develop resistance to drugs given under the first line of treatment to the J J Hospital in Mumbai. Dr Vanda Viegas, a senior medical officer with the ART center, said that the proposal has been sent to the regional head of NACO in Mahararshtra, and a reply is awaited. ""If a patient does not take medicines properly, he/she develops resistance to the treatment. He/she starts getting an infection and his CD4 blood count starts dopping,"" Viegas said, adding that patients in such a situation are referred to the J J Hospital. ""I send an email to the JJ hospital authorities about the patients, and they are then called for an examination and later, treatment,"" Viegas said. ""We have received a lot of requests from patients to make a second line of treatment available here,"" Viegas said. About 5,000 HIV-infected patients are registered with the ART centre at GMC, which was started in 2005. Of this, 2,500 are on ART. The ART can prolong and improve patients' lives, and potentially reduce the risk of them infecting others. ""At least we can dispense medicines from here and patients would be spared from going to Mumbai for medicines,"" she added. tnn"
2,1,2013,"Youths sensitized about HIV, tobacco intake",http://timesofindia.indiatimes.com//city/jaipur/Youths-sensitized-about-HIV-tobacco-intake/articleshow/18000857.cms,"JAIPUR: On the occasion of National Youth Day, the medical, health and family welfare department sensitized the youths about various heaths issues including HIV and ill-effects of tobacco consumption. The Rajasthan State Aids Control Society (RSACS) organized a cultural programme at Jawahar Kala Kendra on Saturday. RSACS project director Dr J P Dhamija said, ""There is a need for youths to join the fight against HIV so that the next generation will remain safe from HIV infections."" A large number of students took part in the programme. Apart from this, at state-level a programme was held at Sawai Ma Singh stadium too where the health department spread the message about saving the girl child. There was also a signature campaign organized by the health department against tobacco consumption. Hundreds of youths signed on the poster ensuring their support to make Rajasthan a tobacco-free state."
3,1,2013,Lab told to pay youth Rs 2L for wrong HIV diagnosis,http://timesofindia.indiatimes.com//city/delhi/Lab-told-to-pay-youth-Rs-2L-for-wrong-HIV-diagnosis/articleshow/18026059.cms," 	NEW DELHI: A city-based diagnostic clinic has been ordered by a consumer forum to pay Rs 2.05 lakh as damages to a 25-year-old youth for wrongly diagnosing him as HIV-positive and depriving him of an employment opportunity abroad. 	The South West District Consumer Disputes Redressal Forum ticked off Paramount Diagnostic Centre saying that it was “not only negligent but also rash” in declaring Delhi resident Mohd Dilshad unfit instead of confirming its report through fresh tests.s 	“If the test conducted by the opposite party (Paramount) had to be rerun after four to six weeks to confirm it then the lab could not have reported him unfit on the basis of their (initial) findings... Their haste in declaring him unfit immediately after the test is not only negligent but also rash on their part,” the bench presided by Narendra Kumar said. 	The forum also noted that Paramount's report had been proved “false” by all subsequent tests including one by the All India Institute of Medical Sciences (AIIMS) which was conducted within two weeks of the “faulty” report. 	“This faulty report resulted in deprivation of employment to complainant who was a young job seeker of 25 years of age,” the consumer forum said and directed the clinic to pay Dilshad Rs 2 lakh as compensation for loss of job and reputation along with Rs 5,000 as litigation cost. 	Dilshad in his plea had said that he was required to undergo a fitness test after clearing his interview for the job of electrician in a Saudi Arabian company and as per his employer's directions he had visited the diagnostic centre on October 4, 2010 for undergoing the fitness test. 	The clinic in its report said he had tested positive for HIV I and II and declared him unfit for the job, Dilshad said adding that when he got his blood tested at four other labs, including AIIMS, the results came back negative for HIV. 	The lab in its defence has said it was going to hold the tests again after four to six weeks to confirm the results and had followed the proper procedures for conducting such tests. 	The forum, however, rejected the contention saying the defence taken does not mitigate the lab's liability. "
4,1,2013,Government medical college and hospital fetes kids living with HIV,http://timesofindia.indiatimes.com//city/nagpur/Government-medical-college-and-hospital-fetes-kids-living-with-HIV/articleshow/18039565.cms,"NAGPUR: Increasingly large numbers of children are falling prey to HIV passed on to them from their parents. Most of them are orphans even before the age of five. Keeping them alive despite availability of good medicines is quite a task that usually falls on the grandparents. Even with their own health dwindling and no financial support, they are still determined to do their best until they are alive. Big question, however, is what after them? Mamta Godghate, 70, and grandmother of 13-year-old Satyajeet (all names changed), whose parents died when he was just three, narrates the spine chilling story of she working day in and out as a daily wager breaking stones for road making to earn daily bread for her grandson and her sick husband. Tears roll down her cheeks but her words are full of determination. ""I know I am old but I will strive for my grandson till my last breath. It is my duty. I will make him strong enough to take life in his stride before I die,"" she says. There were many grandparents sharing similar stories at Government Medical College and Hospital (GMCH) on Tuesday during a programme organized by the medicine department's ART (antiretroviral therapy) centre to felicitate children living with HIV/AIDS and encourage them to continue taking medicines and bring a feeling of belongingness in them. Sushma Kathare, grandmother of Kumar who works as farm labourer in Waddhamna, brings her grandson religiously to GMCH once a month. ""Medicines are free but sometimes I don't have money for even the bus ride. I have to borrow but I don't let him miss medicine,"" she said. Aunt of 10-year-old Natisha was thrown out of her own house by her sons for bringing up a HIV positive child but is determined to give him good education. Though their caretakers may be worried, the children are mostly unaware of the gravity of their own disease. They are aware they are HIV-positive and need medication regularly to survive. ""I did not take medicines regularly. My parents died, so I lived for sometime with my uncles. They didn't take me to hospital and said I deserved to die. I am now living in an orphanage. Now I am on second line of ART only because I discontinued the medicines,"" said 13-year-old Kshitij who came alone for the programme. There were two other boys who also had come alone but were being brought up by their grandparents. GMCH dean Dr Rajaram Powar, medicine head Dr Y B Bansod, ART Centre senior medical officer Dr Megha Navade, centre counsellor Preeti Kadu, and the chief guest Raje Sangram Singh Bhosale, city businessman Kishor Rathi and Tanuja Sheware felicitated the children and gave them blankets, books, balls and toys."
5,1,2013,Neighbours shun Surat’s HIV-positive orphan girls,http://timesofindia.indiatimes.com//city/surat/Neighbours-shun-Surats-HIV-positive-orphan-girls/articleshow/18069474.cms,"SURAT: Nine-year-old Namrata can only watch helplessly as her neighbourhood children play in the garden every evening. She wants to join them but knows that their parents will shoo her away or take away their wards. This HIV positive girl lost her parents some years ago and lives in a special home in the eastern part of the city. Namrata is not the only girl silently tolerating discrimination due to her disease. There are 32 HIV and orphaned girls, aged between 2 and 16, living in this special home, who want to desperately move out of their present home to save themselves from the daily trauma. “We have not disclosed their illness to anyone but locals are still opposing their existence in the apartment. They keep telling that we should leave the place,” said Daksha Patel, vice-president and founder of GSNP+. Gujarat State Network for Positive People (GSNP+), a community-based organization, takes care of such children. “We are trying to help these girls get education and lead a normal life. But the discrimination by people living around reminds them about their illness,” said Patel. GSNP+ was also awaiting government’s response to a request for land so that they can accommodate more girls. “Their request has been forwarded to senior officials in Gandhinagar. It is under consideration,” said Gita Vyas, in-charge, social justice office. The monthly expense of Rs 1,000 per child given by the government is also meager to meet their daily needs. “We are forced to collect money through donations which help us spend Rs 2,000 per girl,” said a GNSP+ office bearer. Businessman comes to girls’ rescue A local businessman, Mahesh Savani, has offered to provide accommodation to the orphaned girls. “The place I have offered them is safe and they will not face any discrimination here,” said Savani. The girls will shift to the new place in a few days. "
6,1,2013,HIV awareness through folk medium,http://timesofindia.indiatimes.com//city/madurai/HIV-awareness-through-folk-medium/articleshow/18125451.cms,"TRICHY: A 50-day campaign across Trichy district, to spread awareness about the prevention of HIV - AIDS through folk medium commenced on Monday at the district collector's office on Monday. An eight-member folk group 'Bharathalaya' would create awareness to all the people in the entire district until March 15. The awareness programme is organised by the Tamil Nadu State AIDS Control Society (TANSACS) in all 32 districts in Tamil Nadu. A single folk artistes group has been appointed for each district. The folk artistes would perform kargattam, oyilattam, oyil karagam, laavani, veethi naadagam and folk songs written by Vaiyampatti Muthusamy and Chennai R Kaleeswaran at about 100 places in Trichy district. ""We would conduct the awareness programme as per the schedule approved by the district collector. The programme would last for one hour in each place. We can stage the awareness campaign in two places on a single day,"" said S Sathyan, director of Bharathalaya. Some of the 100 places identified in Trichy are Thuraiyur, Thiruverumbur, Thathaingarpettai, Lalgudi, Somarasampettai, Thuvakkudi, Samayapuram, Srirangam. District collector Jayashree Muralidharan flagged off the campaign at a brief function held at the district collectorate. The folk artistes also performed karagattam on the premises."
7,1,2013,TBGRI seeks help to develop HIV drug,http://timesofindia.indiatimes.com//city/thiruvananthapuram/TBGRI-seeks-help-to-develop-HIV-drug/articleshow/18159703.cms,"THIRUVANANTHAPURAM: The Tropical Botanical Garden Research Institute (TBGRI) plans to take forward its research for an anti-HIV drug with the help of the Rajiv Gandhi Centre for Biotechnology (RGCB). A poly-herbal potion developed by TBGRI had earlier shown satisfactory response during clinical trials on three HIV patients but further research was stalled owing to lack of facilities and funds. ""The anti-HIV herbal drug was developed from medicinal plants and it had shown satisfactory results. We need further research and clinical trials to document it scientifically but we lack advanced virology labs and financial backing for that. We will hold discussions with RGCB for a collaborative research,"" TBGRI director P G Latha said. She said a number of indigenous medicinal plants have anti-HIV properties but the institute would need more tests to confirm them. ""There is a lot of scope for further research. The clinical trials that we did were started only after informing patients about the procedure though many had come forward for treatment,"" TBGRI former head scientist Dr S Rajasekharan said. He said the medicinal plants in the poly-herbal concoction included immune boosters vishnukranthi (Evolvulus Alsinoides), ashwagandha (Withania somnifera) and bio-enhancer pippali (Piper Longum). RGCB viral disease biology department senior scientist R Radhakrishnan said they were open to TBGRI's collaborative scientific research."
8,1,2013,Youngsters opt for HIV tests before marriage,http://timesofindia.indiatimes.com//city/ranchi/Youngsters-opt-for-HIV-tests-before-marriage/articleshow/18252975.cms,"RANCHI: Though the age-old saying goes marriages are made in heaven, trends these days tell a different story. Earlier it was mandatory to match horoscopes for a wedding to take place. Nowadays the conscious couples go in for an HIV test. People these days have become more aware of the deadly disease and no one wants to risk their lives. Counsellor at Integrated Counselling Testing Centre, sadar hospital Satyajit Kumar Sinha said: ""Earlier people used to be hesitant while bringing up issues related to AIDS. The society has seen a huge transformation and now people especially the youth are open to discussing such crucial matters openly. Many come to my clinic to get tested before marriage. It is a question of someone's life and can even cause relationships to break. It is a good thing that awareness has increased. This will save lives."" According to youths an HIV test is the most important thing before getting into a marital bond. Horoscope matching has taken a backseat nowadays. ""As today's generation takes a relationship to the next level faster than it used to be before sexually transmitted diseases are common. So my father has decided that before my marriage the groom will have to undergo an HIV test. Matching horoscopes is not that essential as compared to this,"" said Anita Shukla, who is going to tie the knot in the coming month. On similar lines Amit Aggrawal, an engineer who will soon get married said: ""I don't believe much on the planetary stars which may impact our future life. I believe in health check up which should be the priority and that too when it comes to a deadly disease like HIV/AIDS. With the test the couple can lead a healthy life and will also have a beautiful relationship for the rest of their life."""
9,2,2013,HIV does not dampen child's aspirations,http://timesofindia.indiatimes.com//city/goa/HIV-does-not-dampen-childs-aspirations/articleshow/18358830.cms,"PANAJI: Varun, 12, appears like any other child his age. He attends regular school and aspires to be an engineer one day. Yet, he can't be counted among those millions of children who on completing their education, will go into the profession of their choice, become parents and grow old. Varun's case is different because he is HIV positive. At his age and oblivious of his life threatening condition Varun wants to excel in his studies brushing aside the occasional bout of illness. ""I'm studying in class IV,"" he told TOI. His mother Radha corrected him saying, ""He is in class I studying in the English medium."" Radha came to Goa from Karwar with her two sons to avail of anti-retroviral therapy (ART). Varun who had studied up to class IV in the Kannada medium was admitted to class I in a boarding school in Goa where the medium of instruction is English. ""He didn't know English when he came last year but he is catching up fast,"" his proud mother said. Varun might not understand what afflicts him, but thanks to his monthly trips to the ART centre he has sensed that ""something is very wrong with him"". His eyes turn moist and he tries to hide behind his mother when asked ""whether he is sick or if he feels sick"". The ART center at Goa medical college and hospital (GMC) provides ART to about 2,000 HIV persons, including 250-300 children. Dr Vanda Viegas of the ART centre said HIV infected children are also put on ART to protect them from opportunistic infections. ""With good care and intake of nutritional food they can lead a normal life,"" Viegas said. Viegas said that in the absence of any concrete study it is difficult to tell how long a person on ART will live. ""There are no studies done here,"" Viegas said. During the last seven years since the ART centre was started in GMC, at least four children that were on ART have died. Radha tested positive for HIV during her first pregnancy. She knows she got the infection from her husband who died two years ago but accepted it with equanimity. She stays in Margao in a tiny rented premises paying a monthly rent of Rs 600, and takes up odd jobs to support herself and her two sons. Both boys are studying in a boarding school run by NGO El Shaddai."
