,month,year,name,link,article
0,1,2015,"HIV positives find perfect matches, new lives",http://timesofindia.indiatimes.com//city/nashik/HIV-positives-find-perfect-matches-new-lives/articleshow/45713620.cms," NASHIK: Youth living with HIV/AIDS are increasingly breaking the shackles of social stigma to start life afresh in the form of life partners through a city-based non-governmental organization. Ravindra Patil of Yash Foundation, the NGO working with support from Mahindra &amp; Mahindra as part of its corporate social responsibility, said they have come a long way since 2007 in terms of providing nourishment to children living with HIV/AIDS and rehabilitation programmes and opportunities to women living with the disease, especially after they lost their husbands and abandoned by family members. ""Our focus is now on match-making so that the young people living with HIV/AIDS can lead a positive life,"" he said. Rajesh, a mechanical engineer from Mumbai, ""I was 28 when I was diagnosed with AIDS. The world surrounding me changed all of a sudden and I felt that all doors of opportunities were closed for me. Leading a regular life appeared impossible. It was like being confined in a dark room. For couple of years, I struggled to come to terms with the fact and I was losing on health. But it was after I got in touch with the foundation that I realised that there is life beyond HIV/AIDS. Members of foundation helped me find a bride. And life is beautiful once again,"" Starting with enquiries from eight eligible PLHAs (People Living with HIV/AIDS) and converting one into marriage in 2010, the foundation in 2014 received 180 enquiries. Three marriages were solemnised and another eight confirmed. ""After working with children for three years, our focus shifted to the youngsters and hence we started Mangal Maitri, an annual event that brings the prospects together. Considering the figures, 2014 was the best in the past three years. Currently, as 22 youths have found partners for themselves through our organisation. The prospects are bachelors as well as the ones who are in their widowhood,"" Patil said. The first marriage solemnised by the organisation was between the two individuals, whose partners had succumbed to the disease. They both adopted each other with their children and that started off the marriage. ""There are common queries about trying to look for people from the same castes. But there are also others who want to go ahead with life with a suitable person,"" Patil added. Similar is the case of Shankar and Sarita, who got married in 2012. They now have a one-year child. While Shankar works with an engineering firm, Sarita is in the medical field. Both of them acquired the disease from their parents. However, timely monitoring and treatment ensured they being in better health till date. ""I joined the NGO sometime around 2008. I was in college then. I participated voluntarily in programmes organised for the positive people. I eventually came across Sarita, who had registered in the marriage bureau of the NGO. We are from different castes but our parents were for us living together,"" said Shankar. (Names changed to protect identities)"
1,1,2015,Guntur tops the list of HIV positive cases in Andhra Pradesh,http://timesofindia.indiatimes.com//city/hyderabad/Guntur-tops-the-list-of-HIV-positive-cases-in-Andhra-Pradesh/articleshow/45838621.cms,"HYDERABAD: Guntur district, which forms part of the AP state capital region, tops the list of HIV positive cases in the state. The district also had the dubious distinction of being the ""HIV capital' in undivided Andhra Pradesh in the last two years. If the data available with Andhra Pradesh State Aids Control Society (APSACS) is any indication, Guntur had the highest number of HIV positive cases since 2012-13. Guntur district registered 5,195 (including 2,498 female) HIV positive cases during 2013-2014 and 6,027 cases (2,938 female) during the previous year. Hyderabad, which tops the HIV positive chart in Telangana state, reported 3,952 (2,525 female) cases during 2013-14. APSACS conducts sampling of HIV cases in general population for both men and women, and pregnant women at antenatal care units separately every three months. The data shows that though the number of cases had come down in Guntur and Hyderabad, HIV positive cases have gone up in AP post bifurcation. In AP, East Godavari has the second highest number of HIV positive cases (4,191 in 2013- 2014 and 5,598 cases in 2012-2013). West Godavari with 3,644 cases in 2013-2014 and 3,953 cases in 2012-2013 stands third. Districts Krishna, Hyderabad, Visakhapatnam, Chittoor, Nalgonda, Nellore, Kadapa, Mahbubnagar, Anantapur, Prakasam, Khammam, Kurnool, Medak, Karimnagar, Rangareddy, Warangal, Srikakulam, Vizianagaram and Adilabad follow suit. Mahbubnagar tops the list in the number of cases of pregnant women affected by AIDS. Officials attribute the high prevalence in Krishna, Guntur, and East and West Godavari districts to the presence of more number of ports and heavy traffic on national highways. ""Though we are able to convince people that one can live long even after contracting HIV, about 20% of HIV positive cases lose hope and stop taking medicines,"" said an official. APSACS will soon develop district-level societies for AIDS control with single window system for the benefit of patients. Meanwhile, APSACS secured permission from National AIDS Control Organization (NACO) for AP and Telangana units. A separate AIDS control society will be created for T state. APSACS has been faced with fund crunch for the last one year. The allocation from NACO has come down from Rs 158 crore during the last financial year to Rs 121 crore this year. This is due to reduction in fund flow to NACO from international donors. "
2,1,2015,Above half HIV patients in state 'untraceable',http://timesofindia.indiatimes.com//city/jaipur/Above-half-HIV-patients-in-state-untraceable/articleshow/45977225.cms,"JAIPUR: At least 25,638 People Living with HIV (PLHIV) registered with Rajasthan State Aids Control Society (RSACS) are 'untraceable'. As per RSACS, these people are registered at antiretroviral therapy (ART) centres but they are not coming to take their medicine. The figures show that there are 48,202 PLHIV patients registered at 17 ART centres in the state. Since more than half of the registered persons at ART centres are giving treatment a miss, it has become a cause of concern for RSACS. Now, the health department plans to find out the actual status of all the registered PLHIV at the ART centres. RSACS director Dr S S Chauhan said, ""There could be a possibility of many PLHIVs getting them registered at different ART centres. So there is a chance that a single PLHIV can be registered at more than once ART centre. And that could be mean that the number of registered PLHIV is more than actual number. Also, there could be those who shifted to other states and are taking treatment there."" Taking a serious note of the 'untraceable' PLHIV, the RSACS will start a campaign to locate the them by conducting a line listing. An RSACS official said line listing will help them find the actual number of PLHIV, who were once tested positive at the ART centres. The official said they would conduct a survey by visiting the houses of the PLHIV to know the actual position. He said that the survey would help them get the actual PLHIV number and also it would encourage PLHIV to take medicines available at ART centres. He added that few PLHIV do not require medicines so they do not come to ART centres. ""The survey would clear the picture of the patients' status in the state,"" he said."
3,1,2015,"1,000 HIV+ cases in Maharashtra due to infected blood transfusion",http://timesofindia.indiatimes.com//india/1000-HIV-cases-in-Maharashtra-due-to-infected-blood-transfusion/articleshow/46047954.cms,"MUMBAI: The National Aids Control Organisation, in an RTI response, has revealed that nearly 1,000 people contracted the human immunodeficiency (HIV) virus in Maharashtra due to transfusion of infected blood over the past five years. The state has earned the dubious third position after Uttar Pradesh and Gujarat to report this alarming trend, raising a serious question over the quality of blood transfused to unsuspecting patients. The shocking disclosure comes at a time when the HIV-fighting agencies have had people believe that transfusion-transmitted infection has almost been eliminated. The RTI response showed that between April and October 2014, around 629 people across the country, including 80 in the state, got HIV through blood transfusion. The cumulative count for the past five years is 8,983 people who got HIV through blood transfusion in India. The data collected from Integrated Counselling and Testing Centres (ICTC) through voluntary disclosure of clients, though, has raised a storm among the HIV-fighting agencies at the state and the Centre. While officials have questioned its veracity, activists insist the numbers expose the glaring lack of accountability when it comes to ensuring quality of blood supplied by blood banks. Interestingly, nodal agencies such as the State Blood Transfusion Council (SBTC) and the Maharashtra State Aids Control Society (MSACS) have put the onus on each other to ensure blood banks play by the rule and detect every HIV case. Experts say a fundamental problem is the fact that HIV in most blood banks is still tested through enzyme-linked immune-sorbent assay test (ELISA) that has an innate shortcoming. “If a person has recently contracted HIV, this test may not show. It can detect HIV antibodies that take a minimum of three months to show in the blood. So if a person donates blood, it will end up getting transfused,” said an ICTC staffer from Parel’s KEM Hospital. “Due to financial constraints, most blood banks have not graduated to advanced tests such as nuclear acid testing (NAT) that cut down the HIV detection window period from few months to a week,” said Vinay Shetty of NGO Think Foundation. Currently, only a handful of the city’s leading private hospitals offer NAT-tested blood, which again comes at a premium fee of at least Rs 1,200 per unit. “None of the state-run and BMC blood banks, however, have this facility,” he said.In an RTI response, has revealed that nearly 1,000 people contracted the human immunodeficiency (HIV) virus in Maharashtra due to transfusion of infected blood over the past five years. In fact, there is also a worrying amount of negligence while conducting and then screening blood, said a senior technician from a leading blood bank. “Any person who tests positive for HIV during a donation camp is seldom informed about his status or referred to an ICTC centre, although both are mandatory. Therefore, that person goes about donating several times till he is detected at some point,” said the technician, adding that several youngsters, in fact, bank on blood camps to find out about their status. “Once they do not get follow-up calls, they go about things normally,” he added. Officials from the SBTC, though, feel the numbers are not that bad given that there are 11 lakh donations on an average annually. “How much can we trust voluntary disclosures by people who may be unwilling to disclose how they actually contracted the virus? Also, SBTC’s role is to ensure blood is available for everyone. The infection part is dealt with by MSACS,” said Dr Sanjay Jadhav, director, State Blood Transfusion Council (SBTC). MSACS, on the other hand, said it is SBTC that monitors all activities of blood banks. “The information on number of people infected with HIV due to infected blood transfusion is not available with us. There is an option of recording the mode of transmission of HIV for clients being tested at ICTC. However, there are no means to verify this,” said Khushalsinh Pardeshi, project director, MSACS. The bickering between the agencies also highlights how none of them may be actively monitoring the number of HIV infections happening through the transfusion route. According to MSACS data, annual new HIV infections in Maharashtra have reduced from 10,431 in 2007 to 5,893 in 2011 while there has been a 49% decline in AIDS related deaths."
4,1,2015,Bengal NGO shows the way in helping HIV-positive kids,http://timesofindia.indiatimes.com//india/Bengal-NGO-shows-the-way-in-helping-HIV-positive-kids/articleshow/46048807.cms,"KOLKATA: Mahesh Pramanik (name changed) was all of 12 when Anandaghar, the only home for HIV positive children in West Bengal, took him in. The boy from Midnapore was abandoned by his family after his parents succumbed to AIDS. Today Mahesh is 18. As Mahesh and some other inmates of Anandaghar, run by Organisation for Friends, Energies &amp; Resources (OFFER), step into adulthood, they aspire to stand on their own feet. They hope vocational and skill development training that OFFER has been giving along with formal education could help them earn a living. “We fought the resistance in admitting them in schools because of their ‘HIV positive’ status. In addition, we have also been providing vocational training to older children so that this would help them in future. Our aim is to place them in suitable jobs once they are ready,” says Kallol Ghosh, founder secretary of OFFER. Since 2004, Anandaghar has been taking care of ‘HIV positive’ orphans, unwanted even by their own families. Currently there are 70 such children at the home that provides, apart from food and shelter, education along with clinical care for HIV. But the organization is now staring at a bigger task — rehabilitating the children who are 18 years and above by getting them placement— in a rare initiative to get such children back in mainstream. Bajoria Charitable Foundation (BCF) that has been supporting OFFER is also keen on this rehabilitation project. BCF founder Namit Bajoria, who runs a kitchen appliances chain Kutchina, intends to identify skills in these children and improve them before placing them in jobs. “To begin with, we can place some of them in back office or in outlets in the city. As and when they learn the job they could be given bigger responsibility. The aim is not only financial assistance, but to make these children part of the mainstream society,” says Namit Bajoria. At OFFER these children are being trained at skills like computer operation, bakery and house-keeping etc. OFFER has started approaching corporate houses and other organisations to tie up for the rehabilitation project. But apart from Kutchina and a handful of MNCs, the response has not been very encouraging. The prospect of earning bread and butter on their own is already a reason for excitement for the likes of Pratik Sarkar. The boy, who was rescued from Cooch Behar after being driven out of home five years ago, wishes to join a driving school once he completes 18 years in a few months to earn his living as a driver. There are 17 other children who are nearing 18 years of age and are looking forward to land suitable jobs. “I have my limitations to provide jobs to all of them. But I want to make a beginning so that this will evoke response from like-minded people and organisations,” says Bajoria. Even after these children start earning, OFFER will continue to monitor them, especially their medical care. Most of them are on ART (antiretroviral) drugs and need to maintain a reasonably good CD count to fight the virus. (Names of the HIV positive children have been changed to protect their identities)"
5,1,2015,HIV fears rise over condom shortage in states,http://timesofindia.indiatimes.com//india/HIV-fears-rise-over-condom-shortage-in-states/articleshow/46060381.cms,"NEW DELHI: At least six states are facing a severe shortage of condoms distributed under the government’s AIDS control programme, giving rise to a public health concern over the risk of HIV infections spreading. These shortages have been continuing for around eight months in states such as Haryana, Uttarakhand and Madhya Pradesh, which have relatively high HIV prevalence. Uttar Pradesh, Andhra Pradesh and Rajasthan also face a supply crisis, which, sources said, stemmed from bureaucratic delays in procurement. Target intervention groups, which distribute condoms as part of public health programmes, have written to the State AIDS Prevention and Control Society (SACS) and other bodies, urgently seeking supplies, sources said.READ ALSO: Condom safe, but fidelity safest, Harsh Vardhan says The matter was recently raised with the Union health ministry, following which the health secretary met senior officials from the National AIDS Control Organisation (NACO) on Thursday. “The issue has been brought to my notice. We have a meeting again tomorrow where we will analyse the situation and take measures to address the problem,” health secretary Lov Verma told TOI. Sources said the shortage is primarily caused by bureaucratic delays. “While HLL Lifecare is unable to keep up with the demand, negotiations with private players is a long drawn process,” a source said.READ ALSO: Andhra Pradesh tops in condom usage — AP State AIDS Control Society “Several target invention groups working in these states have written to us seeking supplies of condoms as there are shortages. We have reported the matter to the government in our recent meeting,” said Nochiketa Mohanty, country program manager at AIDS Healthcare Foundation (AHF) India. AHF, a Los Angeles-based nonprofit organization, provides anti-retroviral medicines and advocacy in 36 countries. The crisis is not limited to condoms. There is also a shortage of HIV testing kits as well as anti-retroviral medicines, mainly pediatric drugs, across the country, health activists working with HIV patients informed. Medecins Sans Frontieres, another leading international group working with HIV/AIDS patients, confirmed the shortages of condoms as well as anti-retroviral drugs and testing kits across many states. These shortages assume significance because India continues to battle against the infection. The UN estimates that India currently has the third largest population of HIV infected people in the world. India’s AIDS control programme provides free treatment to more than one-third of the country’s 2.1 million HIV/AIDS patients and is the largest in the world. But, with such shortages, the country faces the risk of not only increased prevalence of the disease but also a rise in new infections, experts say. "
6,1,2015,No ready answers to cut HIV infections through blood transfusions,http://timesofindia.indiatimes.com//city/ahmedabad/No-ready-answers-to-cut-HIV-infections-through-blood-transfusions/articleshow/46060480.cms,"AHMEDABAD: Gujarat recorded the country's highest number - 1,658 cases - of transfusion transmitted HIV infections from 2010-11 to 2014-15, says the National AIDS Control Organization (NACO). This has raised a serious question about the quality of blood transfused to unsuspecting patients in the state. For many - like the parents of 30-odd thalassaemic children who suffered a double whammy when they got HIV infections after regular transfusions - the figures are a chilling reality. Experts point out that a wide range of factors, including medical negligence, three-month window period of the HIV virus where the virus is not diagnosed by the ELISA test, failed testing mechanisms in public health and wrong information provided by patients, contribute to the high figures of HIV spread through transfusion. ""In the past, complaints of instances of sample pooling for HIV testing have been raised which compromises test results. Since pooling of samples dilutes the viral load of a positive sample, many times it does not get detected and is passed on to a patient,"" a senior microbiologist in Ahmedabad told TOI. The CBI, in its report in the Junagadh case, has said that there was negligence in testing of blood samples and recommended stringent compliance by blood banks. It however did not have evidence to prove a criminal offence. J P Gupta, health commissioner and project director of Gujarat State Aids Control Society (GSACS) says there is no foolproof testing method to completely eliminate the HIV virus - which has a three-month window when it is not picked by regular testing - from the public health delivery domain. A petition was moved in the high court for use of the more advanced PCR testing instead of ELISA. The court however said that the issue was better left to experts when it was furnished in court that using the expensive PCR testing can prove detrimental in a public health scenario, and make blood unaffordable to a majority if mandated. Dr Rajendra Gadhvi, joint director GSACS, says Gujarat is the highest voluntary blood donating state - an average of 7-9 lakh blood units are donated annually. He says the figure of 1,685 cases through blood transfusion is arrived at from case histories recorded by patients. ""In India, where sex is still taboo, many patients give an incorrect history to save themselves embarrassment. In many cases, people record transfusion as the cause instead of unsafe sex."" "
7,1,2015,Financial crisis hits Mizoram’s fight against HIV/AIDS,http://timesofindia.indiatimes.com//city/guwahati/Financial-crisis-hits-Mizorams-fight-against-HIV/AIDS/articleshow/46059070.cms,"AIZAWL: Funds crunch for the past few months have badly hit non-governmental organizations (NGOs) in Mizoram that are fighting against the spread of HIV/AIDS in the state, said Federation of NGOs Working in Drugs and AIDS Prevention and Care (FONWIDAPAC), an umbrella organization comprising 41 NGOs involved in campaigns against HIV/AIDS. John Thansanga, president of FONWIDAPAC, said the NGOs, which used to receive funds from the Mizoram State AIDS Control Society (MSACS), have not received any financial assistance since September last year. Besides running their offices, the NGOs also run homes for patients, clinics and drop-in centres. They distribute condoms among sex workers and syringes among drug addicts. They also organize HIV/AIDS awareness campaigns among high-risk groups and the general public. Due to funds crunch, many NGOs have been compelled to shut their offices and drop-in centres. “We continued our services in spite of lack of funds, but it has become impossible to provide syringes, needles and condoms to high-risk groups now,” Thansanga said, adding that the NGOs have been finding it difficult to pay its workers for months. Chawnglungmuana of SHALOM, another NGO, said the MSACS are not being able to give financial assistance to the NGOs as the state government has not release funds in spite of receiving them from the Centre. “The government is facing acute financial crisis,” Chawnglungmuana said. The Centre is yet to release Rs 820 lakh as utilization certificates for the funds already released have not been provided by the state, he said. The National AIDS Control Organization (NACO), which used to transfer funds directly to the state AIDS control societies, recently changed its policy and now transfers funds via the state government."
8,1,2015,Two-day seminar dispels myths related to HIV/AIDS,http://timesofindia.indiatimes.com//city/goa/Two-day-seminar-dispels-myths-related-to-HIV/AIDS/articleshow/46071548.cms,"PANAJI: Inspired by the incident at Rivona, wherein a few students were denied admission to a school, Goa college of home science, in collaboration with the Indian council of social science research, organized a two-day national seminar titled ‘Moment of truth: Face to face with HIV/AIDS in the college premises’. Larissa Rodrigues, the organizing secretary of the event, said, “It’s been 40 years since the first HIV/AIDS case was discovered, yet people still continue to believe in the myths that surround the disease. Participants from Bihar, Coimbatore, Dharwad, Mumbai, Pune and other parts of the country will share their views on the topic.” Dr Jagdish Cacodkar, president of Indian medical association, Goa, presented a paper on the stigma and discrimination towards people suffering from HIV. He pointed out that more than the disease, the stigma and discrimination of HIV/AIDS spreads the epidemic. He suggested control methods like multi-modal approach from various agencies, legal protection, health education and counseling programs, besides proactive awareness through mass media. Mandar Fatarpekar and Mamta Kumari from Damodar College, Margao, presented a demographic profiling of AIDS patients in Goa, revealing that there is a decline in number of HIV/AIDS cases in Goa from 2001 to 2011.tnn"
9,2,2015,"Transgenders, PLHIV complain of insecurity",http://timesofindia.indiatimes.com//city/goa/Transgenders-PLHIV-complain-of-insecurity/articleshow/46081574.cms,"PANAJI: Goa still has a long way to go in terms of acceptance towards transgenders and People Living with HIV (PLHIV). Speaking at a panel discussion on ‘creating an enabling environment’, at a national seminar organized by Goa college of home science, representatives of various institutions expressed the need to spread more awareness for tolerance towards transgenders and PLHIV. Diana Budiyal, a transgender present on the panel, pointed out that even though there are nearly 150 transgenders in Goa, the government has barely made any efforts to recognize them. Lamenting that people continue to live in fear of transgenders for no reason and treat them with hostility, Budiyal said, “Despite being educated, I have faced a lot of problems getting a decent job. Even if I’m quietly waiting for a bus, people will move away from me. Why do they feel so threatened?” Another panelist*, who falls in the category of PLHIV, shared her story of being literally excommunicated from the society. After her husband tested positive for HIV/AIDS, the woman discovered that she had also contracted the infection from him. The couple was eventually disowned by their family. Being a victim of social ostracism, she struggled to get a job until an NGO took her under their wing. “It has been 14 years since I was diagnosed with HIV/AIDS and I am still alive. Healthy people fail to realize that we are no different from them,” she said. “Even though efforts are being made to raise awareness about the issue, the process is haphazard and not systematic,” stated Raj Vaidya, chairman of Indian Pharmaceutical Association (IPA-CPD), Goa. He added, “No one has a clear record of which all areas have been covered to raise awareness, or how many people have been reached. The Goa state AIDS control society should be aware of the numbers and a strategic plan should be put into place to spread awareness.” *(name withheld on request)"
