,month,year,name,link,article
0,1,2016,New lease of life: Doctors conduct kidney transplant on HIV+ Nigerian,http://timesofindia.indiatimes.com//city/bengaluru/New-lease-of-life-Doctors-conduct-kidney-transplant-on-HIV-Nigerian/articleshow/50461784.cms," 	BENGALURU: Oliver (name changed) from Nigeria was on a business trip to The Netherlands in 2012 when he suddenly became breathless and collapsed. The 37-year-old was later diagnozed with se vere renal damage. 	Found to be HIV positive in 2008, Ol iver gave up hope in life as none helped him overcome his kidney problem due to risks of retroviral infection in his body. He was on hemodialysis since No vember last till a team of city-based nephrologists conducted a successful renal transplant on him. 	Dr Rohan Augustine, consultant nephrologist at Manipal Hospitals, who has been treating Oliver since July 2015, said: “HIV patients were not considered transplant candidates as many believe that survival rates are less as the disease cripples the immune system. Also, transplant patients take drugs that suppress their immune system to prevent organ rejection, a regimen thought to further threaten their already fragile immune system.“ 	With good anti-retroviral therapy, HIV patients receiving transplants now have better chances. Transplantation is the best way forward even for such patients on dialysis if they are medically fit. Awareness on the advantages of transplantation on HIV patients is low in India, he added. 	“There is a taboo attached with HIV patients. My apprehensions were put to rest by the doctors here. They gave me a new lease of life,“ an elated Oliver said.His brother was his donor. 	Dr Sudarshan Ballal, chairman, Manipal Hospitals, said renal transplant in such patients needs careful management to ensure that the body doesn't reject the donor organ while infection too doesn't flare up. “Though many medical centres across the world are successfully doing kidney transplantation, HIV is still considered a contraindication to kidney transplantation in most Indian centres,“ he added. 	? 	? "
1,1,2016,‘Anti-HIV drugs can be used to treat Ebola’,http://timesofindia.indiatimes.com//home/science/Anti-HIV-drugs-can-be-used-to-treat-Ebola/articleshow/50554608.cms," 	TORONTO: Drugs normally used to treat HIV may also be effective at inhibiting the Ebola virus that is transmitted from human to human by infectious body fluids, a new study has claimed. 	Researchers used a mini-genome system to evaluate candidate drugs that could inhibit Ebola virus. Interferons and anti-HIV drugs showed antiviral activity against the Ebola virus in the studies. 	“Using this technology, scientists will be able to measure the inhibitory effects of their experimental drugs on the replication of Ebola virus. This approach will also decrease the possibility of the emergence of drug resistance,” said Eleanor Fish, study’s lead author. 	Interferon beta, the most potent inhibitor of Ebola, is now part of a clinical trial of individuals who were infected with Ebola during the recent outbreak in Guinea. "
2,1,2016,Charlie Sheen Says He's Off HIV Meds in Favor of Mexican Alternative Treatment,http://timesofindia.indiatimes.com//tv/news/english/Charlie-Sheen-Says-Hes-Off-HIV-Meds-in-Favor-of-Mexican-Alternative-Treatment/articleshow/50558047.cms,"Charlie Sheen revealed that he's discontinued his HIV drug regimen during a pre-taped interview on The Dr. Oz Showon Tuesday, People reports. ""I've been off my meds for a week now,"" Sheen said in the interview. ""Am I risking my life? Sure. So what? I was born dead. That part of it doesn't phase me at all.""Sheen also revealed that he's been working with a Mexican doctor, Dr. Sam Chachoua, who claims to be working on an HIV vaccine. Dr. Oz says that Chachoua is not licensed to practice medicine in the U.S.READ ALSO: Charlie Sheen to announce he is HIV positive Charlie Sheen's ex-fiancee Brett Rossi suing for emotional distress and assault Oz followed up with Chachoua and played a portion of the audio of the conversation they had with his audience. Chachoua is so confident in Sheen's treatment that he injected himself with some of the actor's HIV-positive blood. ""I drew some blood from him and I injected myself with it and I said, 'Charlie, if I don't know what I'm doing, then we're both in trouble now, aren't we?'"" he said. Chachoua claims that Sheen is ""the first person in history without antiviral therapy"" to be cured from the disease.READ ALSO: Charlie Sheen says he is HIV positive Six months after his diagnosis, during which he adhered to a traditional HIV drug cocktail, Sheen was found to have undetectable levels of the virus in his blood. Since pursuing Chachoua's treatment, however, his numbers have gone up -- become detectable, in other words. As such, the actor says he's not recommending his treatment in Mexico to anyone. ""I didn't see it as a complete dismissal of the conventional course we've been on. I'm not recommending that anyone - I'm presenting myself as a type of guinea pig.""READ ALSO:READ ALSO:Charlie Sheen's open letter on his HIV + diagnosis Oz and Sheen's U.S physician, Dr. Robert Huizenga, who was sitting in the audience, pleaded with Sheen to resume his meds. The actor promised he'd start on the plane ride home to Los Angeles, but it wasn't clear if he was serious.READ ALSO: Charlie Sheen dreams to discover HIV cure Sheen was diagnosed with HIV in 2011 and publicly announced his condition in November.WATCH: Charlie Sheen: 'I'm HIV Positive,' Paid Many Who Threatened To Expose Me"
3,1,2016,Anti-HIV drugs can be used to treat Ebola,http://timesofindia.indiatimes.com//life-style/health-fitness/health-news/Anti-HIV-drugs-can-be-used-to-treat-Ebola/articleshow/50559166.cms,"Drugs normally used to treat HIV may also be effective at inhibiting the Ebola virus that is transmitted from human to human by infectious body fluids, a new study has claimed. Researchers used a mini-genome system to evaluate candidate drugs that could inhibit Ebola virus. Interferons and anti-HIV drugs showed antiviral activity against the Ebola virus in the studies. “Using this technology , scientists will be able to measure the inhibitory effects of their experimental drugs on the replication of Ebola virus.This approach will also decrease the possibility of the emergence of drug resistance,“ said Eleanor Fish, study's lead author. Interferon beta, the most potent inhibitor of Ebola, is now part of a clinical trial of individuals who were infected with Ebola during the recent outbreak in Guinea."
4,1,2016,HIV+ woman kills herself after illness aggravates,http://timesofindia.indiatimes.com//city/coimbatore/HIV-woman-kills-herself-after-illness-aggravates/articleshow/50573113.cms," 	COIMBATORE: A 47-year-old HIV-infected woman has committed suicide by consuming poison and slitting her left arm and throat after her health condition deteriorated. 	According to police, the deceased was undergoing treatment for AIDS at the Santhi Gears Hospital, Singanallur, for the past three years. The woman, a homemaker, was living with her parents and younger brother at K G Chavadi near Ettimadai. 	On Tuesday morning, police said, the woman first consumed poison and later slit her left wrist and throat, using a shaving blade. The woman's brother, a 23-year-old electrician, and father took her to a nearby private hospital. 	""She died on her way to the hospital,"" police said. ""She took the extreme step after her health condition deteriorated,"" they added. "
5,1,2016,"HIV-positive orphan sodomised, man jailed",http://timesofindia.indiatimes.com//city/delhi/HIV-positive-orphan-sodomised-man-jailed/articleshow/50583113.cms," New Delhi: The security guard of a children's home has been sentenced to 10 years' rigorous imprisonment by a trial court for repeatedly sodomising a seven-year-old HIV-positive orphan. The court relied on medical evidence and the minor's testimony to convict Amardeep Kujur. ""The nature of offence committed by the convict does not demand that he be released on probation. He has molested a child without parents and shown no mercy,"" additional sessions judge Gautam Manan said while punishing him for the offence of aggravated penetrative sexual assault under POCSO. A compensation of Rs two lakh was awarded to the boy. The court rejected Kujur's defence that the victim was HIV-positive and if the accused had sexually assaulted him, he would also had contracted HIV but his test report was negative. Prosecution said the Child Welfare Committee had sent a letter to Shahbad Dairy police station in February 2013 stating that a report submitted by NGO Child Survival India had alleged that a 7-year-old boy was sexually abused and harassed by three minors of a Children Home in Alipur. During probe, it was found that the child was sexually assaulted by the Children Home's guard Amardeep who had also threatened the boy. However, the court rejected his plea and said that he did not deserve any leniency."
6,1,2016,NHRC issues notice to West Bengal government over alleged banning of an HIV positive student,http://timesofindia.indiatimes.com//india/NHRC-issues-notice-to-West-Bengal-government-over-alleged-banning-of-an-HIV-positive-student/articleshow/50590216.cms,"NEW DELHI: The National Human Rights Commission has issued notices to West Bengal government over reports that a private school in Bishnupur area of South 24 Parganas, West Bengal banned an HIV positive student and also forced his maternal grandmother, a teacher in the same school, to take a 'purity test' and since then she has been a target to repeated verbal abuse. 	The Commission has observed that the incident raise a serious issue of violation of human rights of the victim, most importantly, the Right to Education of the seven year old boy. 	Accordingly, it has issued a notice to the Chief Secretary, Government of West Bengal calling for a detailed report in the matter within four weeks. 	The Commission has also observed that this is a sad state of affairs. It is the lack of awareness among the people about HIV/HIDS that breeds the stigma, prejudice, fear and the consequent discrimination of the victims. 	The seven year old boy, reportedly, upon being tested HIV+, five months ago, was asked to leave the school after the confidential report about his health status was leaked and the parents of several children signed a petition demanding his ouster. Reportedly, both the parents of the child are also HIV positive. "
7,1,2016,Greater access to HIV testing applauded,http://timesofindia.indiatimes.com//city/mumbai/Greater-access-to-HIV-testing-applauded/articleshow/50662124.cms,"MUMBAI: Stakeholders in India's HIV programme have applauded the decision of the National AIDS Control Organization (NACO) to modify outdated HIV testing regulations and allow community-based HIV testing in various set-ups. The Technical Research Group (TRG) has recently recommended community based screening using whole blood finger prick tests in population that has remained unaddressed. The TRG has also recommended testing in existing targeted intervention sites, community based screening through health camp approach for truckers and migrants, and provider initiated testing and counseling for pregnant women and TB patients. The NACO has also accepted the WHO's recommendation of using ancillary health care providers, including peer counsellors, for conducting HIV screening after adequate training. Other recommendations of TRG include acceptance of pre-test information instead of pre-test counseling and verbal consent in order to decrease the time and inconvenience for the testing and counseling procedure. The age of consent for HIV testing has also been recommended to be reduced to 16 instead of 18 to enhance early diagnosis. ""AIDS Healthcare Foundation has been a front-runner in the advocacy for community based testing globally for more than eight years and has conducted more than 7 million tests globally in the past two years. AHF, through its implementing partner in India, India Cares, has conducted more than 220000 tests and identified more than 1900 unreached people living with HIV/AIDS in India,"" said Dr Nochiketa Mohanty, country program manager, AHF India. ""HIV testing must be scaled up in a big way around the world. Governments need to embrace community-based streamlined testing models that use rapid testing technologies and make testing free, convenient, hassle-free and easily accessible, particularly for the most affected populations. Testing results should be available the same day and there needs to be strong linkage to care and services for those who test HIV-positive,"" said Terri Ford, AHF chief of global advocacy and policy. "
8,1,2016,HIV +ve girl pimped in Panchkula,http://timesofindia.indiatimes.com//city/chandigarh/HIV-ve-girl-pimped-in-Panchkula/articleshow/50667048.cms,"Panchkula: Panchkula police, on Monday, said that the Mumbai-based call girl, Saira Bano, whose body was found in the boot of a car packed in a sack covered with vegetables on January 14, had AIDS and she could have infected her customers. According to health experts, the girl probably was HIV+, which takes time to develop into AIDS. Police said Saira's pimp, Manohar Lal Gupta, a resident of Sector 56, Chandigarh, told them that she had AIDS. Saira worked in the city under the name of Poonam. Police said Gupta knew that Saira could spread infection and still sent her to his customers, which is also a crime. Police are adding Section 269 (Negligent act likely to spread infection of disease dangerous to life) of the IPC to Gupta's FIR. Police caught Gupta when he, alongwith two of his friends, Payal and Rajan, were going to dump the girl's body. Saira was murdered at Rajan's place in Sector 10, Panchkula, when she had a heated argument with Gupta over a financial dispute. In the course of that argument, Gupta, Rajan and Payal smothered Saira to death, which was revealed in the postmortem examination conducted at the general hospital in Sector 6.Manohar Lal Gupta, Rajan and Payal were booked under the Section 302 (Punishment for murder), 201 (Causing disappearance of evidence of offence, or giving false information to screen offender) and 34 (Acts done by several persons in furtherance of common intention) of the IPC. No one claimed Saira's body and police cremated the body with the help of an NGO. Police are also interrogating Gupta in the case of murder of a girl, whose naked body was found from the jungles near Saha. Her face was disfigured and no one claimed the body. The case is unsolved so far. Meanwhile, police are asking hospitality service providers in the city not to allow persons involved in the flesh trade to stay in their establishment, failing which strict action will be taken against them. Ambala-Panchkula commissioner of police OP Singh said, ""We will ask all the hospitality service providers in the city to take care of themselves from flesh traders. Gupta is our suspect in the unsolved murder case of Saha where the girl was found naked and no one turned up to claim her body. We are re-examining such cases where young girls bodíes were found and which are not solved till now."" "
9,1,2016,"Woman sarpanch starts HIV test for brides, grooms",http://timesofindia.indiatimes.com//city/chandigarh/Woman-sarpanch-starts-HIV-test-for-brides-grooms/articleshow/50667133.cms,"Chandigarh: Days after being unanimously elected, a young woman-led panchayat in Bhiwani district has come out with a unique idea: of asking brides and grooms of the village to get HIV test conducted before marriage. Sarpanch Mamta Sangwan was unanimously elected along with other 10 members in Chendeni village in the recent elections. Realizing the importance of HIV testing before wedding, the body passed a resolution in this regard and the idea took practical shape during they wedding of Dharamjit Grewal, a geography lecturer, and Mukesh Rani. ""Most villagers here are educated and know the implications of such a disease. Hence, soon after the panchayat passed this resolution, we got the test done. It was produced before the village in the presence of the panchayat, which was invited for reception held on Monday to set a new precedent,"" said Dharamjit and added that he certainly spoke to his wife, Mukesh, before taking up the idea with the sarpanch. ""She liked the idea and we got the test done at the ICTC centre in Bhiwani,"" he told. Mamta says she is quite confident about the success of their idea. In her late 20s, Mamta is wife of CISF constable Hitesh Kumar. She credits activist and theatre artiste Sanjay Ramphal with the idea. ""Soon after the elections, we wanted to start something constructive as well as innovative. We held a meeting with Sanjay and thought of this. Besides, we have also decided to gift a tulsi sapling to couples and ask them to pledge to not to indulge in female foeticide,"" said Mamta. With over 4,000 votes, Chendeni village falls in Dadri sub-division of Bhiwani. The village would only vote for elections of panchayat samiti and zila parishad members on Sunday. "
